frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.15, 0.00, 0.52, 2.70, 0.23, 2.02, 0.22, 1.07, 0.00, 0.04, 0.00, 0.27, 1.31, 1.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.00, 0.00, 0.05, 0.05, 0.58, 2.32, 0.16, 2.05, 0.23, 0.99, 0.00, 0.01, 0.00, 0.12, 1.15, 0.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.00, 0.00, 0.01, 0.05, 0.64, 2.16, 0.08, 2.06, 0.25, 0.95, 0.00, 0.00, 0.00, 0.03, 1.09, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.00, 0.00, 0.07, 0.05, 0.69, 2.19, 0.01, 2.05, 0.26, 0.99, 0.00, 0.04, 0.00, 0.01, 1.10, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.00, 0.00, 0.17, 0.00, 0.69, 1.97, 0.00, 2.06, 0.29, 1.09, 0.00, 0.04, 0.00, 0.00, 1.21, 0.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.02, 0.01, 0.17, 0.00, 0.67, 1.77, 0.00, 2.04, 0.29, 1.14, 0.08, 0.04, 0.00, 0.00, 1.34, 0.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.09, 0.02, 0.11, 0.00, 0.63, 1.56, 0.00, 1.95, 0.30, 1.11, 0.08, 0.03, 0.00, 0.00, 1.40, 0.93, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.18, 0.06, 0.06, 0.00, 0.61, 1.57, 0.00, 1.85, 0.29, 1.07, 0.08, 0.06, 0.00, 0.00, 1.28, 0.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.16, 0.05, 0.05, 0.10, 0.54, 1.81, 0.00, 1.81, 0.24, 1.03, 0.07, 0.11, 0.06, 0.04, 1.13, 0.96, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.16, 0.03, 0.06, 0.10, 0.53, 2.06, 0.00, 1.75, 0.20, 1.04, 0.07, 0.12, 0.06, 0.04, 1.02, 1.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
