frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.18, 0.00, 0.79, 0.16, 0.21, 1.00, 0.40, 0.52, 0.00, 0.40, 0.00, 0.28, 0.00, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.00, 0.09, 0.16, 0.00, 0.71, 0.07, 0.07, 0.88, 0.36, 0.44, 0.00, 0.23, 0.00, 0.19, 0.05, 0.00, 0.46, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.00, 0.09, 0.10, 0.00, 0.61, 0.04, 0.00, 0.81, 0.34, 0.28, 0.00, 0.10, 0.03, 0.13, 0.09, 0.04, 0.50, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.01, 0.09, 0.11, 0.00, 0.72, 0.03, 0.00, 1.03, 0.40, 0.22, 0.01, 0.11, 0.03, 0.16, 0.04, 0.07, 0.28, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.01, 0.00, 0.16, 0.00, 0.81, 0.24, 0.00, 0.99, 0.40, 0.19, 0.01, 0.12, 0.03, 0.10, 0.05, 0.07, 0.12, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.02, 0.00, 0.18, 0.00, 0.93, 0.45, 0.00, 0.99, 0.44, 0.35, 0.01, 0.17, 0.00, 0.09, 0.08, 0.08, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.02, 0.03, 0.07, 0.00, 0.90, 0.71, 0.00, 0.72, 0.46, 0.47, 0.08, 0.12, 0.00, 0.04, 0.20, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.08, 0.09, 0.13, 0.00, 0.84, 0.58, 0.00, 0.55, 0.45, 0.51, 0.20, 0.12, 0.08, 0.03, 0.29, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.07, 0.09, 0.25, 0.00, 0.80, 0.51, 0.00, 0.50, 0.43, 0.45, 0.27, 0.08, 0.15, 0.00, 0.28, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.06, 0.06, 0.49, 0.00, 0.74, 0.44, 0.00, 0.54, 0.44, 0.42, 0.24, 0.04, 0.15, 0.00, 0.20, 0.03, 0.16, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0,  0.333,  0.98,  1, 0.00, 0.00, 0.55, 0.00, 0.69, 0.52, 0.02, 0.63, 0.45, 0.35, 0.18, 0.02, 0.14, 0.00, 0.09, 0.02, 0.16, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.367,  0.98,  1, 0.00, 0.00, 0.73, 0.00, 0.69, 0.43, 0.02, 0.62, 0.46, 0.34, 0.17, 0.02, 0.12, 0.00, 0.03, 0.02, 0.16, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
