frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.14, 0.36, 0.83, 0.00, 0.00, 0.00, 0.00, 0.70, 0.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.01, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.15, 0.12, 0.74, 0.03, 0.00, 0.00, 0.00, 0.56, 0.36, 0.00, 0.00, 0.02, 0.00, 0.02, 0.11, 0.14, 0.07, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.20, 0.00, 0.67, 0.03, 0.00, 0.00, 0.01, 0.62, 0.34, 0.00, 0.00, 0.07, 0.00, 0.02, 0.05, 0.14, 0.07, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.23, 0.01, 0.60, 0.00, 0.00, 0.00, 0.03, 0.61, 0.34, 0.00, 0.00, 0.05, 0.00, 0.01, 0.05, 0.05, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.24, 0.01, 0.69, 0.00, 0.00, 0.00, 0.03, 0.69, 0.34, 0.00, 0.04, 0.12, 0.00, 0.00, 0.09, 0.03, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.23, 0.01, 0.72, 0.00, 0.00, 0.00, 0.02, 0.58, 0.31, 0.00, 0.06, 0.07, 0.02, 0.00, 0.04, 0.05, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.28, 0.00, 0.78, 0.00, 0.00, 0.00, 0.01, 0.52, 0.28, 0.00, 0.08, 0.07, 0.02, 0.00, 0.08, 0.13, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.28, 0.00, 0.65, 0.00, 0.00, 0.00, 0.01, 0.53, 0.27, 0.00, 0.04, 0.02, 0.06, 0.00, 0.04, 0.10, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.31, 0.04, 0.65, 0.00, 0.00, 0.00, 0.01, 0.54, 0.26, 0.00, 0.06, 0.04, 0.06, 0.00, 0.06, 0.08, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.22, 0.08, 0.71, 0.00, 0.00, 0.00, 0.00, 0.59, 0.27, 0.00, 0.09, 0.10, 0.06, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0,  0.333,  0.98,  1, 0.15, 0.08, 0.76, 0.00, 0.00, 0.00, 0.00, 0.53, 0.28, 0.00, 0.13, 0.12, 0.01, 0.02, 0.03, 0.00, 0.02, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.367,  0.98,  1, 0.03, 0.04, 0.79, 0.00, 0.00, 0.00, 0.00, 0.50, 0.30, 0.00, 0.09, 0.15, 0.01, 0.05, 0.06, 0.00, 0.02, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.400,  0.98,  1, 0.01, 0.00, 0.83, 0.00, 0.00, 0.00, 0.00, 0.48, 0.27, 0.00, 0.13, 0.08, 0.01, 0.05, 0.09, 0.00, 0.02, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.433,  0.98,  1, 0.01, 0.10, 0.90, 0.00, 0.00, 0.00, 0.01, 0.45, 0.26, 0.00, 0.11, 0.08, 0.01, 0.03, 0.12, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.467,  0.98,  1, 0.06, 0.21, 0.89, 0.00, 0.00, 0.00, 0.01, 0.43, 0.22, 0.00, 0.16, 0.10, 0.06, 0.01, 0.09, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16,  0,  0.500,  0.98,  1, 0.06, 0.21, 0.87, 0.00, 0.00, 0.00, 0.01, 0.43, 0.25, 0.00, 0.07, 0.11, 0.06, 0.01, 0.11, 0.02, 0.06, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17,  0,  0.533,  0.98,  1, 0.05, 0.11, 0.74, 0.00, 0.00, 0.00, 0.00, 0.46, 0.27, 0.00, 0.14, 0.12, 0.06, 0.01, 0.07, 0.05, 0.06, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
18,  0,  0.567,  0.98,  1, 0.00, 0.00, 0.70, 0.00, 0.00, 0.00, 0.00, 0.51, 0.28, 0.00, 0.09, 0.07, 0.00, 0.01, 0.06, 0.11, 0.14, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19,  0,  0.600,  0.98,  1, 0.00, 0.00, 0.64, 0.00, 0.00, 0.00, 0.00, 0.56, 0.23, 0.00, 0.09, 0.09, 0.00, 0.01, 0.02, 0.09, 0.11, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
20,  0,  0.633,  0.98,  1, 0.00, 0.00, 0.70, 0.00, 0.00, 0.00, 0.00, 0.60, 0.21, 0.00, 0.00, 0.11, 0.05, 0.00, 0.02, 0.08, 0.12, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
21,  0,  0.667,  0.98,  1, 0.00, 0.00, 0.69, 0.05, 0.00, 0.00, 0.00, 0.61, 0.19, 0.00, 0.01, 0.19, 0.05, 0.01, 0.01, 0.06, 0.07, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
