frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.29, 0.14, 2.10, 0.17, 2.75, 1.56, 0.00, 2.20, 0.94, 2.94, 0.00, 0.24, 0.00, 0.00, 0.04, 0.16, 0.07, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
2,  0,  0.033,  0.98,  1, 0.10, 0.05, 1.97, 0.06, 2.77, 1.60, 0.03, 2.13, 0.96, 2.81, 0.02, 0.22, 0.00, 0.00, 0.06, 0.09, 0.06, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.01, 0.00, 1.90, 0.00, 2.76, 1.59, 0.03, 2.15, 1.03, 2.77, 0.02, 0.14, 0.00, 0.00, 0.05, 0.04, 0.04, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.01, 0.00, 1.82, 0.00, 2.75, 1.59, 0.00, 2.15, 1.12, 2.86, 0.00, 0.05, 0.00, 0.00, 0.05, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.00, 0.00, 1.76, 0.00, 2.76, 1.52, 0.00, 2.22, 1.17, 2.94, 0.00, 0.01, 0.00, 0.00, 0.07, 0.06, 0.03, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.00, 0.00, 1.58, 0.00, 2.81, 1.43, 0.00, 2.17, 1.20, 3.05, 0.09, 0.08, 0.00, 0.03, 0.15, 0.14, 0.03, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.00, 0.00, 1.47, 0.00, 2.86, 1.35, 0.01, 2.17, 1.23, 3.05, 0.21, 0.11, 0.00, 0.05, 0.20, 0.20, 0.03, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.00, 0.00, 1.44, 0.00, 2.87, 1.33, 0.01, 2.08, 1.24, 3.07, 0.23, 0.14, 0.02, 0.07, 0.15, 0.19, 0.05, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.00, 0.00, 1.47, 0.00, 2.87, 1.40, 0.01, 2.06, 1.25, 3.07, 0.16, 0.09, 0.03, 0.06, 0.07, 0.18, 0.05, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.07, 0.00, 1.49, 0.00, 2.86, 1.43, 0.00, 2.09, 1.25, 3.11, 0.04, 0.09, 0.07, 0.07, 0.04, 0.15, 0.05, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
11,  0,  0.333,  0.98,  1, 0.10, 0.00, 1.51, 0.00, 2.86, 1.38, 0.00, 2.11, 1.24, 3.14, 0.01, 0.06, 0.05, 0.05, 0.04, 0.11, 0.02, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.367,  0.98,  1, 0.11, 0.00, 1.53, 0.00, 2.87, 1.34, 0.01, 2.15, 1.22, 3.15, 0.00, 0.05, 0.04, 0.03, 0.06, 0.05, 0.02, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.400,  0.98,  1, 0.04, 0.02, 1.55, 0.00, 2.86, 1.28, 0.01, 2.18, 1.18, 3.10, 0.00, 0.01, 0.00, 0.00, 0.04, 0.01, 0.02, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.433,  0.98,  1, 0.01, 0.02, 1.65, 0.00, 2.88, 1.32, 0.01, 2.22, 1.14, 3.01, 0.01, 0.02, 0.02, 0.00, 0.04, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.467,  0.98,  1, 0.00, 0.00, 1.84, 0.00, 2.87, 1.41, 0.00, 2.23, 1.10, 2.87, 0.03, 0.07, 0.06, 0.00, 0.05, 0.18, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
