frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.76, 0.00, 0.00, 0.00, 0.00, 0.20, 0.00, 1.10, 0.00, 0.08, 0.00, 0.10, 0.00, 0.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.00, 0.04, 0.75, 0.00, 0.00, 0.00, 0.00, 0.14, 0.00, 1.14, 0.00, 0.05, 0.02, 0.08, 0.01, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.02, 0.16, 0.77, 0.00, 0.00, 0.00, 0.00, 0.11, 0.00, 1.06, 0.05, 0.02, 0.05, 0.05, 0.04, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.02, 0.24, 0.74, 0.00, 0.00, 0.00, 0.00, 0.14, 0.00, 1.00, 0.15, 0.06, 0.08, 0.02, 0.03, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.05, 0.24, 0.76, 0.00, 0.00, 0.00, 0.00, 0.10, 0.00, 1.02, 0.16, 0.06, 0.08, 0.01, 0.05, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.03, 0.12, 0.78, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 1.10, 0.12, 0.16, 0.06, 0.00, 0.04, 0.08, 0.02, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.03, 0.00, 0.78, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 1.15, 0.01, 0.17, 0.00, 0.00, 0.06, 0.11, 0.03, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.00, 0.00, 0.74, 0.00, 0.00, 0.00, 0.00, 0.14, 0.00, 1.15, 0.00, 0.21, 0.02, 0.00, 0.08, 0.10, 0.03, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.06, 0.06, 0.73, 0.00, 0.00, 0.00, 0.00, 0.14, 0.00, 1.16, 0.00, 0.20, 0.04, 0.00, 0.10, 0.08, 0.02, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.09, 0.06, 0.77, 0.00, 0.00, 0.00, 0.00, 0.10, 0.00, 1.15, 0.00, 0.24, 0.04, 0.00, 0.12, 0.09, 0.03, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0,  0.333,  0.98,  1, 0.10, 0.06, 0.83, 0.00, 0.00, 0.00, 0.00, 0.08, 0.00, 1.12, 0.00, 0.27, 0.01, 0.00, 0.16, 0.07, 0.08, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.367,  0.98,  1, 0.05, 0.01, 0.85, 0.01, 0.00, 0.00, 0.00, 0.10, 0.00, 1.13, 0.01, 0.29, 0.01, 0.00, 0.14, 0.06, 0.14, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.400,  0.98,  1, 0.04, 0.04, 0.82, 0.01, 0.00, 0.00, 0.00, 0.11, 0.00, 1.11, 0.01, 0.29, 0.01, 0.00, 0.10, 0.02, 0.11, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.433,  0.98,  1, 0.05, 0.04, 0.77, 0.01, 0.00, 0.00, 0.00, 0.10, 0.00, 1.13, 0.01, 0.29, 0.01, 0.00, 0.01, 0.00, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.467,  0.98,  1, 0.06, 0.04, 0.72, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 1.06, 0.00, 0.23, 0.03, 0.00, 0.02, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16,  0,  0.500,  0.98,  1, 0.10, 0.08, 0.71, 0.00, 0.00, 0.00, 0.00, 0.15, 0.00, 1.05, 0.04, 0.17, 0.03, 0.00, 0.08, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17,  0,  0.533,  0.98,  1, 0.14, 0.08, 0.72, 0.00, 0.00, 0.00, 0.00, 0.18, 0.00, 1.00, 0.08, 0.07, 0.03, 0.00, 0.12, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
18,  0,  0.567,  0.98,  1, 0.17, 0.17, 0.81, 0.00, 0.00, 0.00, 0.00, 0.20, 0.00, 0.98, 0.10, 0.04, 0.00, 0.00, 0.12, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19,  0,  0.600,  0.98,  1, 0.15, 0.10, 0.84, 0.00, 0.00, 0.00, 0.00, 0.18, 0.00, 0.90, 0.10, 0.03, 0.00, 0.00, 0.10, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
