frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 1.25, 0.00, 1.02, 1.63, 0.00, 1.10, 0.73, 1.63, 0.15, 0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.07, 0.00, 1.40, 0.08, 0.93, 1.46, 0.00, 1.01, 0.70, 1.52, 0.19, 0.06, 0.04, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.14, 0.08, 1.49, 0.08, 0.92, 1.41, 0.00, 0.95, 0.65, 1.47, 0.16, 0.10, 0.00, 0.00, 0.02, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.09, 0.08, 1.53, 0.05, 0.96, 1.39, 0.00, 0.94, 0.63, 1.50, 0.21, 0.15, 0.00, 0.02, 0.06, 0.02, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.07, 0.08, 1.56, 0.00, 1.00, 1.53, 0.00, 0.95, 0.60, 1.52, 0.11, 0.18, 0.00, 0.05, 0.05, 0.05, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.00, 0.01, 1.66, 0.00, 1.00, 1.49, 0.01, 1.00, 0.61, 1.55, 0.09, 0.21, 0.00, 0.05, 0.08, 0.07, 0.10, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.00, 0.01, 1.67, 0.00, 1.03, 1.47, 0.02, 1.03, 0.60, 1.60, 0.02, 0.20, 0.01, 0.03, 0.04, 0.07, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.01, 0.00, 1.64, 0.00, 1.03, 1.48, 0.03, 1.05, 0.64, 1.63, 0.00, 0.14, 0.01, 0.00, 0.05, 0.03, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.01, 0.00, 1.55, 0.00, 1.05, 1.47, 0.02, 1.08, 0.66, 1.70, 0.00, 0.12, 0.01, 0.00, 0.01, 0.01, 0.02, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.01, 0.00, 1.49, 0.00, 1.03, 1.45, 0.02, 1.12, 0.70, 1.72, 0.00, 0.12, 0.00, 0.00, 0.01, 0.01, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0,  0.333,  0.98,  1, 0.00, 0.00, 1.43, 0.00, 1.02, 1.45, 0.01, 1.15, 0.73, 1.68, 0.00, 0.13, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.367,  0.98,  1, 0.02, 0.00, 1.35, 0.00, 1.00, 1.46, 0.01, 1.14, 0.73, 1.59, 0.00, 0.09, 0.00, 0.00, 0.01, 0.12, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.400,  0.98,  1, 0.03, 0.00, 1.35, 0.00, 0.98, 1.39, 0.00, 1.13, 0.71, 1.57, 0.00, 0.02, 0.00, 0.00, 0.03, 0.15, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.433,  0.98,  1, 0.04, 0.00, 1.39, 0.00, 0.97, 1.16, 0.00, 1.13, 0.68, 1.62, 0.00, 0.00, 0.01, 0.01, 0.05, 0.12, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
