frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 1.09, 0.00, 0.00, 0.44, 0.00, 0.70, 0.12, 0.00, 0.19, 0.09, 0.00, 0.00, 0.21, 0.13, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.02, 0.00, 1.10, 0.04, 0.00, 0.15, 0.00, 0.64, 0.08, 0.02, 0.07, 0.03, 0.03, 0.05, 0.13, 0.07, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.02, 0.00, 1.08, 0.04, 0.00, 0.00, 0.00, 0.58, 0.04, 0.02, 0.06, 0.00, 0.10, 0.06, 0.07, 0.12, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.00, 0.08, 1.03, 0.00, 0.00, 0.00, 0.01, 0.63, 0.08, 0.03, 0.07, 0.04, 0.07, 0.01, 0.06, 0.14, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.00, 0.18, 1.01, 0.00, 0.00, 0.00, 0.01, 0.55, 0.09, 0.16, 0.07, 0.04, 0.07, 0.02, 0.12, 0.21, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.00, 0.18, 0.95, 0.00, 0.00, 0.00, 0.01, 0.58, 0.13, 0.16, 0.01, 0.10, 0.00, 0.02, 0.16, 0.14, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.05, 0.10, 1.02, 0.00, 0.02, 0.00, 0.00, 0.64, 0.12, 0.14, 0.04, 0.14, 0.00, 0.02, 0.14, 0.12, 0.18, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.37, 0.00, 1.04, 0.00, 0.02, 0.00, 0.00, 0.66, 0.08, 0.01, 0.08, 0.24, 0.00, 0.00, 0.09, 0.05, 0.44, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.58, 0.03, 1.16, 0.00, 0.02, 0.03, 0.00, 0.64, 0.04, 0.06, 0.10, 0.28, 0.00, 0.00, 0.09, 0.10, 0.75, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.60, 0.03, 1.25, 0.00, 0.06, 0.17, 0.00, 0.59, 0.02, 0.08, 0.09, 0.28, 0.01, 0.00, 0.09, 0.07, 0.68, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
