frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.00, 0.05, 0.66, 0.24, 0.12, 0.00, 1.37, 1.59, 0.08, 0.00, 0.17, 0.20, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.02, 0.03, 0.00, 0.05, 0.68, 0.40, 0.04, 0.00, 1.43, 1.75, 0.07, 0.11, 0.09, 0.12, 0.10, 0.02, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.04, 0.07, 0.00, 0.03, 0.67, 0.54, 0.00, 0.00, 1.44, 1.83, 0.08, 0.15, 0.04, 0.05, 0.11, 0.02, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.06, 0.07, 0.00, 0.03, 0.69, 0.53, 0.00, 0.00, 1.44, 1.83, 0.07, 0.12, 0.01, 0.06, 0.13, 0.02, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.08, 0.04, 0.00, 0.00, 0.71, 0.62, 0.00, 0.04, 1.47, 1.81, 0.07, 0.04, 0.06, 0.05, 0.22, 0.00, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.08, 0.04, 0.00, 0.02, 0.81, 0.54, 0.00, 0.12, 1.54, 1.81, 0.03, 0.05, 0.09, 0.07, 0.27, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.06, 0.04, 0.00, 0.04, 0.89, 0.46, 0.00, 0.17, 1.62, 1.84, 0.00, 0.07, 0.08, 0.06, 0.29, 0.01, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.02, 0.04, 0.00, 0.04, 0.96, 0.35, 0.00, 0.20, 1.71, 1.94, 0.00, 0.14, 0.05, 0.06, 0.28, 0.01, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.00, 0.04, 0.00, 0.02, 0.98, 0.39, 0.00, 0.14, 1.74, 1.97, 0.00, 0.16, 0.03, 0.05, 0.28, 0.01, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.00, 0.09, 0.00, 0.00, 1.00, 0.50, 0.00, 0.14, 1.73, 1.95, 0.00, 0.19, 0.05, 0.02, 0.33, 0.07, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
11,  0,  0.333,  0.98,  1, 0.00, 0.09, 0.00, 0.00, 0.98, 0.69, 0.00, 0.09, 1.68, 1.83, 0.00, 0.18, 0.03, 0.00, 0.36, 0.10, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.367,  0.98,  1, 0.00, 0.05, 0.00, 0.00, 0.93, 0.80, 0.01, 0.11, 1.66, 1.77, 0.01, 0.20, 0.02, 0.00, 0.36, 0.09, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.400,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.90, 0.81, 0.03, 0.14, 1.63, 1.80, 0.04, 0.20, 0.00, 0.00, 0.22, 0.06, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.433,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 0.87, 0.88, 0.03, 0.18, 1.66, 1.84, 0.06, 0.19, 0.00, 0.00, 0.13, 0.08, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.467,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 0.89, 0.95, 0.02, 0.21, 1.69, 1.88, 0.07, 0.15, 0.00, 0.00, 0.05, 0.12, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
16,  0,  0.500,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 0.87, 0.80, 0.00, 0.16, 1.69, 1.91, 0.03, 0.15, 0.00, 0.00, 0.09, 0.15, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
17,  0,  0.533,  0.98,  1, 0.03, 0.00, 0.00, 0.00, 0.88, 0.72, 0.03, 0.18, 1.65, 1.99, 0.01, 0.18, 0.00, 0.00, 0.07, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
18,  0,  0.567,  0.98,  1, 0.05, 0.00, 0.00, 0.00, 0.86, 0.66, 0.03, 0.12, 1.61, 1.98, 0.01, 0.17, 0.00, 0.00, 0.04, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
19,  0,  0.600,  0.98,  1, 0.05, 0.00, 0.00, 0.00, 0.85, 0.80, 0.03, 0.09, 1.63, 1.89, 0.01, 0.12, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
20,  0,  0.633,  0.98,  1, 0.01, 0.00, 0.00, 0.00, 0.81, 0.58, 0.00, 0.07, 1.63, 1.84, 0.01, 0.05, 0.00, 0.00, 0.00, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
21,  0,  0.667,  0.98,  1, 0.01, 0.00, 0.00, 0.00, 0.81, 0.53, 0.00, 0.08, 1.67, 1.94, 0.00, 0.08, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
22,  0,  0.700,  0.98,  1, 0.05, 0.00, 0.00, 0.00, 0.77, 0.48, 0.00, 0.07, 1.67, 2.08, 0.00, 0.14, 0.00, 0.00, 0.00, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
23,  0,  0.733,  0.98,  1, 0.05, 0.00, 0.00, 0.00, 0.71, 0.65, 0.00, 0.01, 1.62, 2.04, 0.03, 0.14, 0.00, 0.00, 0.01, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
24,  0,  0.767,  0.98,  1, 0.05, 0.00, 0.00, 0.00, 0.69, 0.72, 0.02, 0.06, 1.56, 1.90, 0.07, 0.07, 0.00, 0.00, 0.01, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
25,  0,  0.800,  0.98,  1, 0.04, 0.00, 0.00, 0.00, 0.70, 0.66, 0.09, 0.07, 1.52, 1.76, 0.07, 0.00, 0.01, 0.00, 0.01, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
26,  0,  0.833,  0.98,  1, 0.06, 0.00, 0.00, 0.00, 0.77, 0.64, 0.10, 0.08, 1.51, 1.76, 0.05, 0.00, 0.01, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
