frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 1.57, 0.00, 0.85, 1.49, 0.00, 1.24, 0.44, 1.56, 0.00, 0.04, 0.00, 0.00, 0.35, 0.12, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.00, 0.00, 1.62, 0.00, 0.81, 1.68, 0.00, 1.16, 0.38, 1.42, 0.00, 0.01, 0.02, 0.00, 0.37, 0.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.05, 0.00, 1.67, 0.02, 0.81, 1.75, 0.00, 1.13, 0.34, 1.40, 0.00, 0.02, 0.02, 0.00, 0.38, 0.28, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.05, 0.00, 1.63, 0.02, 0.80, 1.64, 0.00, 1.15, 0.27, 1.41, 0.02, 0.02, 0.02, 0.00, 0.34, 0.21, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.05, 0.00, 1.54, 0.03, 0.76, 1.54, 0.03, 1.11, 0.27, 1.34, 0.02, 0.02, 0.00, 0.00, 0.32, 0.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.00, 0.00, 1.48, 0.01, 0.72, 1.42, 0.03, 1.04, 0.24, 1.24, 0.02, 0.07, 0.00, 0.00, 0.29, 0.15, 0.03, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.00, 0.00, 1.54, 0.01, 0.70, 1.49, 0.03, 1.06, 0.25, 1.22, 0.05, 0.13, 0.00, 0.00, 0.25, 0.11, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.00, 0.00, 1.66, 0.00, 0.69, 1.40, 0.00, 1.11, 0.26, 1.25, 0.07, 0.20, 0.00, 0.01, 0.23, 0.06, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.01, 0.00, 1.70, 0.00, 0.71, 1.49, 0.00, 1.12, 0.26, 1.26, 0.07, 0.22, 0.00, 0.01, 0.18, 0.04, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.06, 0.06, 1.64, 0.00, 0.72, 1.47, 0.00, 1.08, 0.26, 1.27, 0.02, 0.20, 0.00, 0.01, 0.10, 0.03, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0,  0.333,  0.98,  1, 0.06, 0.08, 1.54, 0.00, 0.72, 1.58, 0.00, 1.04, 0.27, 1.27, 0.07, 0.15, 0.00, 0.00, 0.05, 0.02, 0.09, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.367,  0.98,  1, 0.07, 0.08, 1.44, 0.00, 0.70, 1.45, 0.00, 1.05, 0.27, 1.27, 0.12, 0.11, 0.02, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.400,  0.98,  1, 0.03, 0.02, 1.41, 0.00, 0.69, 1.35, 0.00, 1.07, 0.24, 1.24, 0.15, 0.12, 0.04, 0.01, 0.00, 0.00, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.433,  0.98,  1, 0.05, 0.00, 1.42, 0.00, 0.66, 1.16, 0.00, 1.06, 0.20, 1.21, 0.12, 0.14, 0.04, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
