frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.32, 0.24, 1.19, 0.00, 0.00, 0.97, 0.00, 0.83, 0.29, 0.51, 0.00, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.15, 0.14, 1.26, 0.00, 0.00, 1.17, 0.00, 0.83, 0.24, 0.58, 0.02, 0.04, 0.00, 0.00, 0.27, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.04, 0.13, 1.18, 0.00, 0.00, 1.33, 0.00, 0.79, 0.23, 0.68, 0.03, 0.04, 0.00, 0.01, 0.31, 0.22, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.02, 0.11, 1.31, 0.06, 0.00, 1.28, 0.00, 0.83, 0.24, 0.63, 0.03, 0.01, 0.00, 0.01, 0.20, 0.23, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.02, 0.11, 1.35, 0.07, 0.00, 1.25, 0.00, 0.79, 0.20, 0.69, 0.02, 0.00, 0.00, 0.05, 0.12, 0.11, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.02, 0.09, 1.47, 0.15, 0.00, 1.13, 0.00, 0.81, 0.15, 0.71, 0.01, 0.01, 0.05, 0.06, 0.01, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.02, 0.04, 1.45, 0.10, 0.00, 1.40, 0.00, 0.82, 0.10, 0.85, 0.01, 0.03, 0.05, 0.06, 0.00, 0.13, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.02, 0.04, 1.42, 0.10, 0.00, 1.45, 0.02, 0.86, 0.07, 0.86, 0.00, 0.07, 0.05, 0.03, 0.05, 0.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.02, 0.00, 1.48, 0.01, 0.00, 1.57, 0.06, 0.86, 0.04, 0.80, 0.00, 0.13, 0.00, 0.01, 0.09, 0.14, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.00, 0.00, 1.48, 0.00, 0.00, 1.65, 0.10, 0.87, 0.01, 0.73, 0.00, 0.15, 0.01, 0.01, 0.12, 0.10, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
