frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.14, 0.14, 0.58, 0.00, 1.12, 1.74, 0.00, 0.63, 0.40, 0.28, 0.00, 0.00, 0.07, 0.32, 0.31, 0.78, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.07, 0.05, 0.72, 0.00, 1.07, 2.10, 0.01, 0.62, 0.42, 0.19, 0.11, 0.09, 0.02, 0.23, 0.11, 0.43, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.07, 0.00, 0.84, 0.03, 1.01, 2.29, 0.01, 0.63, 0.43, 0.23, 0.16, 0.11, 0.04, 0.14, 0.00, 0.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.12, 0.04, 1.00, 0.06, 1.05, 2.54, 0.01, 0.73, 0.46, 0.35, 0.20, 0.10, 0.04, 0.05, 0.05, 0.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.13, 0.04, 1.11, 0.06, 1.06, 2.52, 0.00, 0.71, 0.42, 0.39, 0.18, 0.08, 0.07, 0.02, 0.07, 0.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.08, 0.04, 1.14, 0.03, 1.10, 2.52, 0.02, 0.61, 0.40, 0.33, 0.12, 0.18, 0.03, 0.01, 0.07, 0.19, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.04, 0.00, 1.08, 0.01, 1.04, 2.39, 0.02, 0.49, 0.34, 0.22, 0.07, 0.18, 0.03, 0.02, 0.03, 0.26, 0.09, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.01, 0.00, 0.98, 0.01, 0.98, 2.26, 0.02, 0.43, 0.35, 0.15, 0.00, 0.21, 0.00, 0.02, 0.01, 0.14, 0.09, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.01, 0.00, 0.88, 0.01, 0.93, 2.16, 0.00, 0.47, 0.32, 0.07, 0.04, 0.12, 0.00, 0.01, 0.05, 0.08, 0.10, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.00, 0.00, 0.81, 0.00, 0.94, 2.04, 0.00, 0.50, 0.32, 0.03, 0.08, 0.13, 0.00, 0.00, 0.05, 0.00, 0.02, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0,  0.333,  0.98,  1, 0.00, 0.00, 0.78, 0.00, 0.93, 2.15, 0.00, 0.52, 0.32, 0.03, 0.08, 0.11, 0.02, 0.00, 0.06, 0.00, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.367,  0.98,  1, 0.00, 0.00, 0.75, 0.00, 0.93, 2.14, 0.01, 0.53, 0.33, 0.04, 0.04, 0.07, 0.03, 0.00, 0.05, 0.00, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.400,  0.98,  1, 0.00, 0.02, 0.70, 0.00, 0.90, 2.12, 0.01, 0.55, 0.32, 0.03, 0.00, 0.02, 0.03, 0.00, 0.02, 0.02, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
