frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.18, 1.24, 0.00, 0.34, 1.65, 0.23, 0.98, 0.64, 1.01, 0.00, 0.00, 0.00, 0.00, 0.26, 0.49, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.28, 0.19, 1.25, 0.00, 0.12, 1.34, 0.10, 1.01, 0.64, 0.73, 0.06, 0.07, 0.04, 0.00, 0.16, 0.23, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.40, 0.13, 1.22, 0.00, 0.01, 1.05, 0.02, 1.00, 0.61, 0.61, 0.07, 0.09, 0.05, 0.00, 0.12, 0.12, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.37, 0.03, 1.24, 0.00, 0.01, 0.96, 0.02, 1.07, 0.61, 0.70, 0.01, 0.15, 0.05, 0.00, 0.16, 0.15, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.40, 0.01, 1.27, 0.00, 0.00, 0.85, 0.00, 0.99, 0.64, 0.78, 0.01, 0.16, 0.01, 0.00, 0.09, 0.08, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.41, 0.01, 1.27, 0.00, 0.00, 0.95, 0.00, 0.99, 0.68, 0.91, 0.04, 0.27, 0.00, 0.00, 0.05, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.46, 0.01, 1.28, 0.00, 0.00, 1.03, 0.00, 0.88, 0.66, 0.95, 0.06, 0.25, 0.00, 0.00, 0.01, 0.11, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.43, 0.00, 1.26, 0.00, 0.00, 0.99, 0.00, 0.89, 0.62, 1.00, 0.06, 0.25, 0.00, 0.00, 0.04, 0.21, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.37, 0.00, 1.26, 0.02, 0.00, 0.95, 0.00, 0.83, 0.60, 0.98, 0.07, 0.22, 0.00, 0.00, 0.04, 0.22, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.22, 0.00, 1.20, 0.02, 0.00, 0.89, 0.00, 0.84, 0.57, 0.98, 0.08, 0.26, 0.00, 0.00, 0.04, 0.22, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
