frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.09, 0.00, 0.00, 0.00, 0.10, 0.73, 0.08, 0.00, 0.49, 0.69, 0.25, 0.10, 0.14, 0.22, 0.19, 0.33, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.09, 0.00, 0.16, 0.00, 0.14, 0.81, 0.03, 0.00, 0.56, 1.03, 0.11, 0.14, 0.05, 0.07, 0.17, 0.19, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.11, 0.09, 0.31, 0.05, 0.15, 0.85, 0.03, 0.00, 0.57, 1.23, 0.03, 0.15, 0.00, 0.00, 0.10, 0.13, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.20, 0.12, 0.40, 0.05, 0.18, 0.84, 0.06, 0.00, 0.57, 1.32, 0.04, 0.12, 0.03, 0.00, 0.08, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.16, 0.12, 0.50, 0.05, 0.21, 0.93, 0.10, 0.00, 0.52, 1.21, 0.03, 0.07, 0.03, 0.00, 0.04, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.11, 0.04, 0.57, 0.02, 0.23, 0.92, 0.09, 0.00, 0.49, 1.14, 0.03, 0.03, 0.07, 0.00, 0.11, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.00, 0.01, 0.62, 0.09, 0.22, 0.83, 0.06, 0.00, 0.43, 1.07, 0.00, 0.05, 0.12, 0.01, 0.14, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.00, 0.01, 0.73, 0.09, 0.26, 0.86, 0.03, 0.00, 0.42, 1.02, 0.01, 0.07, 0.12, 0.04, 0.10, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.00, 0.00, 0.77, 0.08, 0.26, 0.86, 0.03, 0.00, 0.41, 0.98, 0.01, 0.06, 0.15, 0.05, 0.05, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.00, 0.00, 0.82, 0.00, 0.23, 1.03, 0.05, 0.00, 0.41, 0.97, 0.02, 0.04, 0.08, 0.05, 0.02, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0,  0.333,  0.98,  1, 0.00, 0.00, 0.80, 0.05, 0.16, 0.87, 0.08, 0.00, 0.41, 1.01, 0.08, 0.04, 0.11, 0.02, 0.03, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.367,  0.98,  1, 0.00, 0.00, 0.69, 0.05, 0.11, 0.87, 0.06, 0.00, 0.41, 1.02, 0.12, 0.04, 0.04, 0.02, 0.02, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.400,  0.98,  1, 0.00, 0.00, 0.56, 0.10, 0.07, 0.63, 0.04, 0.00, 0.42, 1.00, 0.11, 0.03, 0.06, 0.02, 0.04, 0.07, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.433,  0.98,  1, 0.00, 0.00, 0.44, 0.05, 0.01, 0.58, 0.01, 0.00, 0.43, 1.07, 0.03, 0.02, 0.03, 0.01, 0.09, 0.10, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.467,  0.98,  1, 0.00, 0.00, 0.49, 0.06, 0.00, 0.47, 0.00, 0.00, 0.44, 1.16, 0.03, 0.05, 0.03, 0.01, 0.12, 0.10, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16,  0,  0.500,  0.98,  1, 0.00, 0.00, 0.59, 0.01, 0.01, 0.31, 0.00, 0.00, 0.44, 1.26, 0.03, 0.07, 0.00, 0.00, 0.12, 0.14, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
