frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.23, 0.00, 0.00, 0.00, 1.31, 0.99, 0.00, 0.83, 0.54, 0.65, 0.00, 0.20, 0.07, 0.00, 0.00, 0.48, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.19, 0.01, 0.00, 0.10, 1.21, 0.98, 0.00, 0.72, 0.52, 0.34, 0.05, 0.18, 0.02, 0.00, 0.05, 0.25, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.21, 0.12, 0.00, 0.11, 1.21, 1.17, 0.01, 0.67, 0.47, 0.23, 0.06, 0.18, 0.11, 0.00, 0.12, 0.20, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.23, 0.20, 0.00, 0.11, 1.22, 1.29, 0.04, 0.71, 0.45, 0.31, 0.00, 0.20, 0.11, 0.00, 0.20, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.21, 0.19, 0.00, 0.01, 1.11, 1.26, 0.04, 0.67, 0.41, 0.39, 0.00, 0.15, 0.11, 0.00, 0.18, 0.14, 0.03, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.17, 0.11, 0.00, 0.01, 0.99, 1.06, 0.04, 0.61, 0.42, 0.36, 0.00, 0.12, 0.00, 0.01, 0.17, 0.03, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.09, 0.03, 0.00, 0.01, 0.95, 1.00, 0.00, 0.56, 0.38, 0.20, 0.00, 0.15, 0.00, 0.01, 0.08, 0.01, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.06, 0.03, 0.00, 0.00, 0.98, 1.11, 0.00, 0.53, 0.41, 0.15, 0.00, 0.09, 0.00, 0.01, 0.11, 0.01, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 1.00, 1.20, 0.01, 0.51, 0.40, 0.16, 0.00, 0.06, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.99, 1.30, 0.05, 0.44, 0.38, 0.19, 0.00, 0.03, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
11,  0,  0.333,  0.98,  1, 0.02, 0.00, 0.00, 0.00, 1.02, 1.30, 0.08, 0.43, 0.36, 0.19, 0.00, 0.05, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.367,  0.98,  1, 0.02, 0.00, 0.00, 0.00, 1.04, 1.32, 0.07, 0.37, 0.35, 0.23, 0.00, 0.04, 0.00, 0.01, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.400,  0.98,  1, 0.02, 0.00, 0.00, 0.00, 1.08, 1.33, 0.04, 0.37, 0.39, 0.38, 0.06, 0.03, 0.00, 0.01, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.433,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 1.10, 1.44, 0.00, 0.35, 0.45, 0.53, 0.06, 0.01, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.467,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 1.09, 1.47, 0.00, 0.39, 0.50, 0.60, 0.10, 0.04, 0.00, 0.01, 0.01, 0.03, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16,  0,  0.500,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 1.10, 1.39, 0.00, 0.41, 0.55, 0.68, 0.05, 0.11, 0.00, 0.01, 0.02, 0.05, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17,  0,  0.533,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 1.08, 1.24, 0.00, 0.48, 0.55, 0.56, 0.05, 0.16, 0.00, 0.03, 0.06, 0.10, 0.09, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
18,  0,  0.567,  0.98,  1, 0.04, 0.00, 0.00, 0.00, 1.06, 1.18, 0.02, 0.61, 0.52, 0.60, 0.06, 0.17, 0.04, 0.02, 0.05, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19,  0,  0.600,  0.98,  1, 0.04, 0.00, 0.00, 0.00, 1.06, 1.19, 0.02, 0.65, 0.48, 0.39, 0.10, 0.18, 0.12, 0.02, 0.06, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
20,  0,  0.633,  0.98,  1, 0.04, 0.00, 0.00, 0.00, 1.11, 1.25, 0.02, 0.74, 0.47, 0.46, 0.11, 0.19, 0.13, 0.02, 0.03, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
