frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.46, 0.00, 0.00, 0.00, 0.02, 1.09, 0.02, 1.10, 0.00, 0.00, 0.00, 0.00, 0.08, 0.16, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.00, 0.00, 0.34, 0.00, 0.00, 0.00, 0.04, 1.04, 0.01, 1.04, 0.11, 0.00, 0.07, 0.03, 0.03, 0.05, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.00, 0.06, 0.31, 0.00, 0.00, 0.00, 0.03, 1.04, 0.03, 0.97, 0.14, 0.02, 0.07, 0.04, 0.00, 0.03, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.00, 0.06, 0.42, 0.00, 0.00, 0.00, 0.01, 1.04, 0.03, 0.99, 0.05, 0.04, 0.07, 0.02, 0.05, 0.08, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.00, 0.06, 0.55, 0.01, 0.00, 0.00, 0.01, 1.16, 0.04, 0.98, 0.09, 0.04, 0.00, 0.01, 0.06, 0.09, 0.01, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.00, 0.00, 0.66, 0.01, 0.00, 0.00, 0.01, 1.19, 0.01, 1.03, 0.08, 0.03, 0.03, 0.02, 0.09, 0.08, 0.01, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.00, 0.00, 0.81, 0.07, 0.00, 0.10, 0.03, 1.20, 0.02, 1.05, 0.10, 0.03, 0.10, 0.04, 0.08, 0.12, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.04, 0.00, 1.13, 0.09, 0.00, 0.19, 0.07, 1.24, 0.02, 1.10, 0.12, 0.07, 0.20, 0.04, 0.15, 0.11, 0.02, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.12, 0.00, 1.55, 0.10, 0.00, 0.46, 0.07, 1.33, 0.02, 1.20, 0.11, 0.11, 0.24, 0.02, 0.19, 0.13, 0.02, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.25, 0.00, 2.01, 0.04, 0.00, 0.59, 0.04, 1.42, 0.03, 1.31, 0.09, 0.12, 0.22, 0.00, 0.20, 0.09, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
