frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.11, 1.13, 0.00, 1.74, 1.25, 0.00, 1.31, 2.25, 3.45, 0.00, 0.07, 0.04, 0.00, 0.00, 0.00, 0.61, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.04, 0.10, 1.03, 0.00, 1.77, 1.34, 0.00, 1.28, 2.34, 3.39, 0.00, 0.13, 0.01, 0.03, 0.00, 0.02, 0.54, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.04, 0.07, 1.01, 0.00, 1.83, 1.47, 0.00, 1.35, 2.42, 3.37, 0.00, 0.16, 0.00, 0.03, 0.01, 0.05, 0.55, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.03, 0.03, 1.10, 0.00, 1.88, 1.55, 0.00, 1.43, 2.42, 3.30, 0.06, 0.13, 0.05, 0.00, 0.01, 0.04, 0.57, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.00, 0.00, 1.11, 0.02, 1.92, 1.56, 0.00, 1.48, 2.44, 3.31, 0.10, 0.17, 0.10, 0.00, 0.01, 0.03, 0.43, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.00, 0.00, 1.12, 0.02, 1.90, 1.51, 0.00, 1.47, 2.41, 3.24, 0.24, 0.19, 0.19, 0.00, 0.00, 0.00, 0.30, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.00, 0.00, 1.09, 0.03, 1.87, 1.49, 0.01, 1.54, 2.39, 3.20, 0.30, 0.23, 0.22, 0.00, 0.00, 0.00, 0.22, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.00, 0.00, 1.19, 0.01, 1.94, 1.65, 0.08, 1.58, 2.36, 3.16, 0.31, 0.23, 0.23, 0.00, 0.00, 0.00, 0.15, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.00, 0.00, 1.25, 0.01, 2.01, 1.75, 0.13, 1.64, 2.35, 3.19, 0.26, 0.23, 0.19, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.00, 0.00, 1.28, 0.00, 2.07, 1.76, 0.20, 1.66, 2.37, 3.24, 0.21, 0.18, 0.11, 0.00, 0.03, 0.01, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0,  0.333,  0.98,  1, 0.00, 0.00, 1.22, 0.00, 2.07, 1.70, 0.16, 1.71, 2.41, 3.27, 0.23, 0.18, 0.04, 0.00, 0.14, 0.02, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.367,  0.98,  1, 0.02, 0.00, 1.20, 0.00, 2.08, 1.70, 0.17, 1.74, 2.44, 3.29, 0.18, 0.11, 0.00, 0.00, 0.28, 0.02, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.400,  0.98,  1, 0.05, 0.00, 1.22, 0.00, 2.08, 1.76, 0.11, 1.79, 2.47, 3.34, 0.14, 0.09, 0.00, 0.00, 0.46, 0.01, 0.01, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.433,  0.98,  1, 0.05, 0.00, 1.19, 0.00, 2.04, 1.70, 0.09, 1.82, 2.47, 3.36, 0.06, 0.09, 0.00, 0.00, 0.53, 0.06, 0.01, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.467,  0.98,  1, 0.03, 0.00, 1.15, 0.00, 1.99, 1.69, 0.02, 1.84, 2.45, 3.35, 0.04, 0.15, 0.01, 0.00, 0.48, 0.11, 0.01, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16,  0,  0.500,  0.98,  1, 0.00, 0.00, 1.08, 0.00, 1.94, 1.62, 0.00, 1.81, 2.42, 3.30, 0.05, 0.15, 0.03, 0.00, 0.38, 0.18, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17,  0,  0.533,  0.98,  1, 0.02, 0.00, 1.08, 0.00, 1.90, 1.58, 0.00, 1.78, 2.40, 3.29, 0.06, 0.15, 0.03, 0.00, 0.34, 0.21, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
18,  0,  0.567,  0.98,  1, 0.03, 0.00, 1.10, 0.00, 1.84, 1.50, 0.00, 1.75, 2.39, 3.27, 0.05, 0.12, 0.02, 0.00, 0.43, 0.25, 0.06, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19,  0,  0.600,  0.98,  1, 0.03, 0.00, 1.10, 0.00, 1.79, 1.44, 0.00, 1.72, 2.36, 3.32, 0.02, 0.10, 0.01, 0.00, 0.54, 0.33, 0.06, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
20,  0,  0.633,  0.98,  1, 0.02, 0.00, 1.09, 0.03, 1.78, 1.48, 0.00, 1.65, 2.32, 3.33, 0.00, 0.06, 0.00, 0.02, 0.60, 0.44, 0.06, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
21,  0,  0.667,  0.98,  1, 0.05, 0.00, 1.05, 0.03, 1.80, 1.51, 0.00, 1.57, 2.33, 3.36, 0.00, 0.02, 0.00, 0.06, 0.65, 0.59, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
22,  0,  0.700,  0.98,  1, 0.13, 0.00, 1.03, 0.05, 1.78, 1.59, 0.00, 1.50, 2.34, 3.36, 0.00, 0.01, 0.00, 0.11, 0.65, 0.72, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
23,  0,  0.733,  0.98,  1, 0.13, 0.00, 1.01, 0.02, 1.77, 1.56, 0.00, 1.50, 2.36, 3.39, 0.00, 0.00, 0.00, 0.15, 0.67, 0.77, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
24,  0,  0.767,  0.98,  1, 0.11, 0.00, 1.00, 0.02, 1.73, 1.47, 0.00, 1.49, 2.39, 3.44, 0.00, 0.00, 0.00, 0.17, 0.74, 0.77, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
