frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.08, 0.39, 1.08, 0.00, 0.42, 3.17, 0.16, 0.56, 0.00, 0.82, 0.00, 0.14, 0.41, 0.00, 0.24, 0.22, 0.08, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.11, 0.13, 1.04, 0.10, 0.36, 2.64, 0.05, 0.71, 0.00, 0.52, 0.06, 0.09, 0.14, 0.05, 0.12, 0.14, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.08, 0.00, 1.03, 0.10, 0.36, 2.61, 0.00, 0.93, 0.00, 0.39, 0.06, 0.12, 0.00, 0.07, 0.04, 0.23, 0.01, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.00, 0.00, 0.88, 0.10, 0.37, 2.61, 0.00, 0.99, 0.00, 0.30, 0.00, 0.08, 0.00, 0.07, 0.06, 0.21, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.01, 0.00, 0.97, 0.00, 0.47, 2.95, 0.01, 1.03, 0.00, 0.43, 0.00, 0.10, 0.00, 0.04, 0.06, 0.22, 0.01, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.07, 0.00, 0.98, 0.00, 0.49, 2.88, 0.01, 0.89, 0.00, 0.48, 0.00, 0.02, 0.00, 0.03, 0.10, 0.08, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.15, 0.07, 1.03, 0.00, 0.50, 3.06, 0.01, 0.97, 0.00, 0.59, 0.00, 0.02, 0.00, 0.01, 0.14, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.17, 0.07, 1.00, 0.00, 0.42, 2.95, 0.00, 0.84, 0.00, 0.40, 0.04, 0.00, 0.00, 0.01, 0.18, 0.04, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.16, 0.21, 0.98, 0.00, 0.42, 2.99, 0.00, 0.83, 0.00, 0.33, 0.04, 0.00, 0.03, 0.00, 0.20, 0.01, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.08, 0.14, 1.00, 0.03, 0.38, 3.04, 0.00, 0.76, 0.00, 0.21, 0.04, 0.00, 0.03, 0.00, 0.21, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
