frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.20, 0.04, 1.21, 0.00, 0.82, 1.14, 0.00, 0.83, 0.68, 1.49, 0.00, 0.12, 0.00, 0.01, 0.58, 0.55, 0.32, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
2,  0,  0.033,  0.98,  1, 0.18, 0.06, 1.33, 0.00, 0.78, 0.82, 0.00, 0.81, 0.63, 1.50, 0.00, 0.10, 0.00, 0.00, 0.38, 0.44, 0.20, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.18, 0.10, 1.31, 0.00, 0.74, 0.63, 0.00, 0.79, 0.58, 1.45, 0.00, 0.06, 0.00, 0.00, 0.25, 0.35, 0.09, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.08, 0.06, 1.18, 0.02, 0.70, 0.48, 0.00, 0.78, 0.55, 1.32, 0.00, 0.03, 0.00, 0.01, 0.15, 0.30, 0.04, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.08, 0.09, 1.13, 0.02, 0.68, 0.38, 0.00, 0.74, 0.55, 1.23, 0.00, 0.01, 0.00, 0.01, 0.12, 0.26, 0.01, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.01, 0.03, 1.15, 0.02, 0.68, 0.32, 0.00, 0.72, 0.58, 1.31, 0.00, 0.06, 0.00, 0.01, 0.07, 0.19, 0.04, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.01, 0.03, 1.20, 0.00, 0.72, 0.26, 0.00, 0.71, 0.58, 1.44, 0.03, 0.08, 0.02, 0.00, 0.06, 0.13, 0.04, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.00, 0.00, 1.16, 0.00, 0.76, 0.31, 0.00, 0.84, 0.59, 1.49, 0.11, 0.16, 0.06, 0.00, 0.08, 0.11, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.00, 0.00, 1.15, 0.00, 0.80, 0.26, 0.00, 0.99, 0.56, 1.39, 0.27, 0.15, 0.10, 0.00, 0.13, 0.08, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.00, 0.00, 1.12, 0.00, 0.81, 0.34, 0.00, 1.13, 0.58, 1.32, 0.39, 0.15, 0.10, 0.00, 0.17, 0.03, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
