frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.27, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.96, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.19, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.33, 0.02, 0.54, 0.00, 0.00, 0.00, 0.02, 0.97, 0.33, 0.00, 0.00, 0.00, 0.01, 0.01, 0.06, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.28, 0.02, 0.67, 0.00, 0.00, 0.00, 0.04, 0.98, 0.31, 0.00, 0.04, 0.03, 0.01, 0.01, 0.05, 0.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.30, 0.01, 0.83, 0.00, 0.00, 0.00, 0.04, 0.91, 0.26, 0.00, 0.12, 0.05, 0.02, 0.02, 0.09, 0.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.20, 0.00, 0.89, 0.00, 0.00, 0.00, 0.02, 0.95, 0.23, 0.00, 0.12, 0.05, 0.02, 0.02, 0.09, 0.19, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.20, 0.02, 0.91, 0.00, 0.00, 0.00, 0.00, 0.93, 0.25, 0.00, 0.08, 0.10, 0.02, 0.02, 0.12, 0.11, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.10, 0.02, 0.90, 0.00, 0.00, 0.00, 0.00, 0.93, 0.25, 0.00, 0.03, 0.16, 0.00, 0.00, 0.16, 0.15, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.07, 0.02, 0.96, 0.00, 0.00, 0.00, 0.00, 0.95, 0.23, 0.00, 0.03, 0.25, 0.01, 0.00, 0.28, 0.13, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.04, 0.00, 1.03, 0.00, 0.00, 0.00, 0.00, 0.98, 0.21, 0.00, 0.03, 0.26, 0.01, 0.00, 0.27, 0.17, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.01, 0.00, 1.04, 0.00, 0.00, 0.00, 0.00, 1.01, 0.19, 0.00, 0.00, 0.31, 0.00, 0.00, 0.33, 0.19, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0,  0.333,  0.98,  1, 0.01, 0.00, 1.05, 0.00, 0.00, 0.00, 0.00, 0.98, 0.17, 0.00, 0.00, 0.32, 0.00, 0.00, 0.33, 0.22, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.367,  0.98,  1, 0.00, 0.00, 1.12, 0.00, 0.00, 0.00, 0.00, 0.93, 0.13, 0.00, 0.00, 0.29, 0.02, 0.00, 0.32, 0.14, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.400,  0.98,  1, 0.00, 0.00, 1.43, 0.00, 0.00, 0.10, 0.00, 0.93, 0.14, 0.00, 0.00, 0.24, 0.02, 0.00, 0.24, 0.09, 0.16, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.433,  0.98,  1, 0.00, 0.00, 1.70, 0.00, 0.00, 0.11, 0.01, 0.97, 0.18, 0.00, 0.00, 0.20, 0.04, 0.01, 0.21, 0.02, 0.16, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.467,  0.98,  1, 0.00, 0.00, 1.79, 0.00, 0.00, 0.11, 0.01, 1.03, 0.23, 0.00, 0.01, 0.20, 0.02, 0.02, 0.15, 0.04, 0.12, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16,  0,  0.500,  0.98,  1, 0.00, 0.00, 1.68, 0.02, 0.00, 0.02, 0.01, 0.99, 0.23, 0.00, 0.04, 0.24, 0.02, 0.02, 0.09, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17,  0,  0.533,  0.98,  1, 0.00, 0.00, 1.58, 0.02, 0.00, 0.00, 0.00, 0.95, 0.20, 0.00, 0.09, 0.19, 0.01, 0.05, 0.01, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
18,  0,  0.567,  0.98,  1, 0.00, 0.00, 1.42, 0.02, 0.00, 0.00, 0.00, 0.90, 0.20, 0.00, 0.11, 0.15, 0.03, 0.07, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19,  0,  0.600,  0.98,  1, 0.00, 0.02, 1.31, 0.00, 0.00, 0.00, 0.00, 0.87, 0.19, 0.00, 0.11, 0.09, 0.03, 0.12, 0.05, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
20,  0,  0.633,  0.98,  1, 0.00, 0.02, 1.20, 0.07, 0.00, 0.09, 0.00, 0.91, 0.25, 0.00, 0.12, 0.16, 0.02, 0.15, 0.14, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
21,  0,  0.667,  0.98,  1, 0.00, 0.02, 1.16, 0.07, 0.02, 0.09, 0.08, 0.98, 0.24, 0.00, 0.09, 0.13, 0.00, 0.11, 0.13, 0.05, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
22,  0,  0.700,  0.98,  1, 0.11, 0.19, 1.11, 0.13, 0.02, 0.09, 0.10, 1.01, 0.26, 0.00, 0.09, 0.10, 0.00, 0.07, 0.15, 0.14, 0.35, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
23,  0,  0.733,  0.98,  1, 0.25, 0.29, 0.94, 0.06, 0.02, 0.00, 0.10, 0.98, 0.18, 0.00, 0.03, 0.01, 0.00, 0.00, 0.09, 0.11, 0.66, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
24,  0,  0.767,  0.98,  1, 0.30, 0.29, 0.84, 0.06, 0.00, 0.00, 0.02, 0.90, 0.17, 0.00, 0.03, 0.00, 0.00, 0.00, 0.09, 0.09, 0.99, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
25,  0,  0.800,  0.98,  1, 0.22, 0.10, 0.74, 0.00, 0.00, 0.00, 0.08, 1.00, 0.15, 0.00, 0.00, 0.06, 0.00, 0.00, 0.05, 0.00, 0.94, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
26,  0,  0.833,  0.98,  1, 0.09, 0.00, 0.72, 0.00, 0.00, 0.00, 0.15, 1.08, 0.17, 0.00, 0.00, 0.12, 0.00, 0.00, 0.02, 0.01, 0.83, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
27,  0,  0.867,  0.98,  1, 0.04, 0.00, 0.68, 0.01, 0.00, 0.00, 0.17, 1.10, 0.18, 0.00, 0.09, 0.22, 0.00, 0.01, 0.01, 0.05, 0.58, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
28,  0,  0.900,  0.98,  1, 0.00, 0.00, 0.58, 0.04, 0.00, 0.00, 0.08, 1.00, 0.22, 0.00, 0.15, 0.21, 0.00, 0.01, 0.00, 0.15, 0.43, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
29,  0,  0.933,  0.98,  1, 0.00, 0.00, 0.55, 0.04, 0.00, 0.00, 0.02, 0.91, 0.24, 0.00, 0.15, 0.21, 0.02, 0.01, 0.00, 0.25, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
30,  0,  0.967,  0.98,  1, 0.00, 0.00, 0.54, 0.00, 0.00, 0.00, 0.00, 0.85, 0.21, 0.00, 0.00, 0.17, 0.05, 0.00, 0.00, 0.33, 0.31, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
