frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 1.02, 0.00, 2.36, 0.25, 0.00, 2.13, 1.31, 2.96, 0.00, 0.10, 0.00, 0.06, 0.08, 0.21, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.00, 0.00, 0.93, 0.00, 2.30, 0.41, 0.04, 2.12, 1.26, 2.94, 0.09, 0.07, 0.00, 0.05, 0.07, 0.14, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.00, 0.00, 0.82, 0.08, 2.28, 0.48, 0.05, 2.05, 1.23, 2.89, 0.11, 0.15, 0.02, 0.05, 0.07, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.00, 0.00, 0.84, 0.08, 2.29, 0.62, 0.07, 2.07, 1.22, 2.90, 0.08, 0.17, 0.02, 0.02, 0.13, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.02, 0.00, 0.72, 0.08, 2.36, 0.89, 0.03, 2.15, 1.24, 2.85, 0.11, 0.25, 0.02, 0.02, 0.08, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.04, 0.16, 0.65, 0.00, 2.26, 0.94, 0.02, 2.28, 1.27, 2.87, 0.18, 0.14, 0.02, 0.00, 0.12, 0.08, 0.09, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
7,  0,  0.200,  0.98,  1, 0.04, 0.21, 0.58, 0.00, 2.23, 0.84, 0.00, 2.27, 1.27, 2.91, 0.16, 0.12, 0.05, 0.00, 0.07, 0.08, 0.09, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
8,  0,  0.233,  0.98,  1, 0.03, 0.26, 0.65, 0.06, 2.21, 0.69, 0.03, 2.20, 1.24, 3.00, 0.14, 0.08, 0.09, 0.00, 0.07, 0.01, 0.11, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
9,  0,  0.267,  0.98,  1, 0.01, 0.09, 0.66, 0.06, 2.29, 0.51, 0.03, 2.13, 1.21, 3.08, 0.04, 0.08, 0.06, 0.00, 0.03, 0.07, 0.05, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
10,  0,  0.300,  0.98,  1, 0.01, 0.04, 0.60, 0.06, 2.30, 0.53, 0.03, 2.13, 1.20, 3.13, 0.00, 0.05, 0.04, 0.00, 0.04, 0.13, 0.13, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
