frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.06, 0.00, 0.24, 0.81, 0.00, 0.51, 0.30, 0.52, 0.00, 0.00, 0.00, 0.07, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.01, 0.00, 0.10, 0.03, 0.22, 1.08, 0.01, 0.50, 0.28, 0.29, 0.00, 0.00, 0.02, 0.02, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.05, 0.00, 0.12, 0.03, 0.22, 1.24, 0.06, 0.54, 0.26, 0.22, 0.00, 0.00, 0.02, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.05, 0.00, 0.19, 0.00, 0.23, 1.21, 0.06, 0.57, 0.27, 0.29, 0.00, 0.00, 0.02, 0.01, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.06, 0.01, 0.13, 0.00, 0.24, 1.08, 0.06, 0.55, 0.26, 0.42, 0.00, 0.01, 0.03, 0.01, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.01, 0.02, 0.14, 0.00, 0.27, 0.78, 0.01, 0.57, 0.27, 0.55, 0.00, 0.03, 0.03, 0.01, 0.12, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.01, 0.02, 0.08, 0.00, 0.29, 0.57, 0.00, 0.63, 0.27, 0.64, 0.00, 0.09, 0.03, 0.00, 0.03, 0.02, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
8,  0,  0.233,  0.98,  1, 0.02, 0.04, 0.10, 0.00, 0.30, 0.47, 0.00, 0.66, 0.23, 0.70, 0.02, 0.13, 0.00, 0.00, 0.00, 0.10, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
9,  0,  0.267,  0.98,  1, 0.07, 0.06, 0.08, 0.00, 0.29, 0.45, 0.00, 0.65, 0.19, 0.77, 0.03, 0.19, 0.00, 0.00, 0.02, 0.13, 0.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
10,  0,  0.300,  0.98,  1, 0.14, 0.18, 0.09, 0.00, 0.28, 0.44, 0.00, 0.66, 0.16, 0.80, 0.09, 0.23, 0.00, 0.00, 0.05, 0.13, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
