frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.30, 1.10, 0.25, 0.95, 1.69, 0.00, 0.69, 0.01, 0.00, 0.00, 0.00, 0.00, 0.31, 0.04, 0.14, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.04, 0.18, 1.11, 0.22, 0.91, 2.05, 0.00, 0.39, 0.06, 0.00, 0.00, 0.15, 0.00, 0.25, 0.23, 0.18, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.04, 0.08, 1.11, 0.14, 0.90, 2.16, 0.00, 0.31, 0.08, 0.00, 0.00, 0.18, 0.04, 0.18, 0.21, 0.17, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.00, 0.00, 1.12, 0.00, 0.87, 2.27, 0.00, 0.52, 0.09, 0.00, 0.04, 0.11, 0.07, 0.11, 0.08, 0.19, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.00, 0.00, 1.09, 0.00, 0.94, 2.28, 0.00, 0.56, 0.10, 0.00, 0.04, 0.05, 0.07, 0.07, 0.04, 0.22, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.00, 0.00, 1.03, 0.00, 0.92, 2.31, 0.00, 0.55, 0.09, 0.04, 0.08, 0.02, 0.03, 0.04, 0.09, 0.22, 0.03, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.00, 0.00, 0.93, 0.00, 0.89, 2.15, 0.00, 0.41, 0.05, 0.07, 0.06, 0.02, 0.00, 0.03, 0.10, 0.16, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.00, 0.00, 0.89, 0.00, 0.79, 2.01, 0.00, 0.28, 0.01, 0.17, 0.06, 0.00, 0.00, 0.00, 0.08, 0.04, 0.15, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.00, 0.00, 0.88, 0.00, 0.76, 2.00, 0.00, 0.22, 0.00, 0.22, 0.04, 0.01, 0.00, 0.00, 0.02, 0.00, 0.17, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.00, 0.00, 0.93, 0.00, 0.77, 2.10, 0.00, 0.25, 0.01, 0.30, 0.03, 0.02, 0.00, 0.00, 0.04, 0.00, 0.22, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0,  0.333,  0.98,  1, 0.00, 0.00, 1.06, 0.00, 0.81, 2.27, 0.00, 0.29, 0.01, 0.33, 0.04, 0.05, 0.00, 0.00, 0.03, 0.00, 0.16, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.367,  0.98,  1, 0.00, 0.00, 1.32, 0.00, 0.86, 2.50, 0.00, 0.29, 0.00, 0.31, 0.03, 0.05, 0.00, 0.02, 0.03, 0.00, 0.11, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.400,  0.98,  1, 0.04, 0.00, 1.57, 0.03, 0.91, 2.62, 0.00, 0.31, 0.00, 0.30, 0.03, 0.07, 0.00, 0.02, 0.00, 0.03, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.433,  0.98,  1, 0.09, 0.00, 1.78, 0.03, 0.93, 2.89, 0.02, 0.30, 0.00, 0.29, 0.07, 0.08, 0.02, 0.02, 0.04, 0.10, 0.03, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.467,  0.98,  1, 0.20, 0.00, 1.94, 0.03, 0.91, 3.03, 0.06, 0.33, 0.00, 0.31, 0.08, 0.11, 0.11, 0.00, 0.09, 0.17, 0.03, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
