frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 1.16, 0.00, 0.64, 2.20, 0.33, 0.91, 0.95, 1.12, 0.00, 0.00, 0.00, 0.00, 0.13, 0.91, 0.10, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
2,  0,  0.033,  0.98,  1, 0.02, 0.00, 1.33, 0.02, 0.39, 2.05, 0.17, 1.07, 0.86, 1.12, 0.03, 0.00, 0.00, 0.00, 0.14, 0.44, 0.11, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.04, 0.00, 1.30, 0.02, 0.22, 1.97, 0.07, 1.13, 0.80, 1.13, 0.09, 0.07, 0.00, 0.00, 0.15, 0.14, 0.08, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.04, 0.00, 1.23, 0.00, 0.14, 1.96, 0.07, 1.07, 0.79, 1.06, 0.17, 0.09, 0.00, 0.00, 0.24, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.02, 0.01, 1.16, 0.00, 0.07, 1.99, 0.03, 1.07, 0.77, 1.04, 0.14, 0.19, 0.00, 0.00, 0.27, 0.13, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.00, 0.01, 1.08, 0.00, 0.04, 1.97, 0.02, 1.04, 0.74, 1.00, 0.08, 0.14, 0.00, 0.00, 0.32, 0.19, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.00, 0.01, 0.99, 0.00, 0.02, 1.93, 0.01, 0.98, 0.70, 1.02, 0.02, 0.12, 0.00, 0.00, 0.31, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.01, 0.00, 0.87, 0.00, 0.01, 1.90, 0.03, 0.96, 0.66, 1.04, 0.02, 0.03, 0.00, 0.00, 0.32, 0.14, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.03, 0.00, 0.85, 0.00, 0.00, 1.84, 0.08, 0.92, 0.61, 1.05, 0.02, 0.00, 0.00, 0.00, 0.30, 0.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.04, 0.00, 0.81, 0.00, 0.00, 1.87, 0.13, 0.89, 0.58, 1.08, 0.00, 0.01, 0.00, 0.00, 0.28, 0.26, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0,  0.333,  0.98,  1, 0.04, 0.00, 0.76, 0.00, 0.00, 1.87, 0.15, 0.87, 0.56, 1.10, 0.00, 0.01, 0.00, 0.00, 0.25, 0.24, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.367,  0.98,  1, 0.05, 0.00, 0.73, 0.00, 0.00, 1.94, 0.14, 0.84, 0.55, 1.14, 0.00, 0.01, 0.00, 0.00, 0.26, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.400,  0.98,  1, 0.04, 0.00, 0.75, 0.00, 0.01, 1.90, 0.13, 0.85, 0.56, 1.17, 0.00, 0.02, 0.00, 0.00, 0.27, 0.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.433,  0.98,  1, 0.05, 0.03, 0.79, 0.00, 0.01, 1.86, 0.11, 0.87, 0.59, 1.18, 0.00, 0.02, 0.00, 0.00, 0.30, 0.21, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.467,  0.98,  1, 0.02, 0.08, 0.88, 0.00, 0.01, 1.84, 0.08, 0.94, 0.61, 1.16, 0.00, 0.01, 0.00, 0.00, 0.28, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16,  0,  0.500,  0.98,  1, 0.02, 0.08, 0.99, 0.00, 0.00, 1.84, 0.03, 0.97, 0.61, 1.11, 0.00, 0.02, 0.00, 0.01, 0.26, 0.11, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17,  0,  0.533,  0.98,  1, 0.00, 0.06, 0.96, 0.00, 0.00, 1.75, 0.00, 0.98, 0.61, 1.09, 0.00, 0.01, 0.00, 0.02, 0.20, 0.04, 0.02, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
18,  0,  0.567,  0.98,  1, 0.00, 0.00, 0.98, 0.00, 0.00, 1.60, 0.00, 0.94, 0.61, 1.01, 0.00, 0.04, 0.00, 0.03, 0.23, 0.07, 0.09, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19,  0,  0.600,  0.98,  1, 0.00, 0.00, 0.92, 0.00, 0.00, 1.62, 0.00, 0.95, 0.63, 1.03, 0.00, 0.03, 0.00, 0.04, 0.19, 0.09, 0.09, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
20,  0,  0.633,  0.98,  1, 0.00, 0.00, 1.06, 0.00, 0.00, 1.71, 0.00, 0.95, 0.65, 0.98, 0.00, 0.03, 0.00, 0.03, 0.16, 0.08, 0.18, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
21,  0,  0.667,  0.98,  1, 0.00, 0.00, 1.11, 0.02, 0.00, 1.80, 0.00, 0.96, 0.64, 1.03, 0.00, 0.03, 0.00, 0.05, 0.09, 0.03, 0.21, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
22,  0,  0.700,  0.98,  1, 0.00, 0.00, 1.21, 0.09, 0.00, 1.79, 0.00, 0.95, 0.61, 1.04, 0.01, 0.03, 0.00, 0.04, 0.10, 0.01, 0.21, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
23,  0,  0.733,  0.98,  1, 0.00, 0.00, 1.16, 0.10, 0.00, 1.73, 0.00, 0.94, 0.60, 1.06, 0.03, 0.07, 0.00, 0.05, 0.12, 0.01, 0.10, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
24,  0,  0.767,  0.98,  1, 0.00, 0.00, 1.13, 0.08, 0.00, 1.70, 0.00, 0.93, 0.63, 1.00, 0.05, 0.11, 0.04, 0.04, 0.08, 0.01, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
25,  0,  0.800,  0.98,  1, 0.00, 0.00, 1.11, 0.02, 0.00, 1.60, 0.00, 0.89, 0.64, 0.98, 0.12, 0.19, 0.13, 0.03, 0.06, 0.04, 0.18, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
26,  0,  0.833,  0.98,  1, 0.00, 0.00, 1.10, 0.00, 0.00, 1.64, 0.00, 0.88, 0.64, 0.96, 0.14, 0.20, 0.14, 0.04, 0.02, 0.04, 0.24, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
27,  0,  0.867,  0.98,  1, 0.00, 0.00, 1.10, 0.00, 0.00, 1.64, 0.00, 0.92, 0.65, 0.98, 0.13, 0.21, 0.12, 0.07, 0.02, 0.04, 0.18, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
28,  0,  0.900,  0.98,  1, 0.00, 0.00, 1.06, 0.00, 0.00, 1.56, 0.00, 0.96, 0.64, 0.89, 0.09, 0.17, 0.10, 0.09, 0.01, 0.02, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
29,  0,  0.933,  0.98,  1, 0.00, 0.00, 1.02, 0.00, 0.00, 1.34, 0.00, 1.00, 0.66, 0.80, 0.08, 0.19, 0.09, 0.08, 0.04, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
30,  0,  0.967,  0.98,  1, 0.01, 0.00, 1.10, 0.00, 0.03, 1.37, 0.01, 1.03, 0.67, 0.76, 0.07, 0.26, 0.09, 0.04, 0.04, 0.02, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
31,  0,  1.000,  0.98,  1, 0.34, 0.09, 1.11, 0.00, 0.03, 1.26, 0.01, 0.94, 0.71, 0.85, 0.03, 0.25, 0.02, 0.01, 0.05, 0.00, 1.38, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
32,  0,  1.033,  0.98,  1, 0.63, 0.10, 1.25, 0.00, 0.03, 1.30, 0.01, 0.94, 0.73, 0.97, 0.05, 0.22, 0.02, 0.00, 0.06, 0.00, 2.49, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
33,  0,  1.067,  0.98,  1, 0.72, 0.10, 1.20, 0.00, 0.00, 1.17, 0.00, 0.88, 0.74, 1.07, 0.05, 0.16, 0.00, 0.00, 0.09, 0.02, 3.09, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
34,  0,  1.100,  0.98,  1, 0.43, 0.00, 1.20, 0.01, 0.07, 1.40, 0.00, 0.99, 0.71, 1.04, 0.06, 0.17, 0.00, 0.00, 0.06, 0.05, 2.70, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
35,  0,  1.133,  0.98,  1, 0.14, 0.00, 1.15, 0.01, 0.15, 1.50, 0.00, 0.97, 0.69, 0.97, 0.01, 0.18, 0.00, 0.00, 0.02, 0.07, 1.97, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
36,  0,  1.167,  0.98,  1, 0.03, 0.02, 1.11, 0.01, 0.15, 1.61, 0.00, 0.95, 0.68, 0.91, 0.01, 0.12, 0.00, 0.00, 0.00, 0.05, 1.20, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
37,  0,  1.200,  0.98,  1, 0.00, 0.02, 1.02, 0.00, 0.07, 1.58, 0.00, 0.92, 0.69, 0.89, 0.00, 0.13, 0.00, 0.00, 0.00, 0.02, 0.57, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
38,  0,  1.233,  0.98,  1, 0.00, 0.02, 0.93, 0.00, 0.00, 1.52, 0.00, 0.91, 0.70, 0.97, 0.03, 0.18, 0.00, 0.00, 0.00, 0.00, 0.20, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
39,  0,  1.267,  0.98,  1, 0.07, 0.00, 0.86, 0.00, 0.00, 1.37, 0.00, 0.92, 0.68, 1.00, 0.06, 0.23, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
40,  0,  1.300,  0.98,  1, 0.16, 0.00, 0.85, 0.01, 0.00, 1.33, 0.00, 0.93, 0.66, 1.07, 0.06, 0.21, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
