frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.09, 0.17, 0.59, 0.00, 0.99, 0.15, 0.00, 0.88, 1.17, 2.12, 0.00, 0.00, 0.00, 0.07, 0.08, 0.22, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.09, 0.09, 0.75, 0.02, 1.05, 0.34, 0.00, 0.94, 1.23, 2.21, 0.00, 0.02, 0.00, 0.05, 0.04, 0.10, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.11, 0.09, 0.82, 0.02, 1.10, 0.51, 0.00, 0.93, 1.29, 2.32, 0.00, 0.05, 0.00, 0.04, 0.02, 0.09, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.06, 0.06, 0.74, 0.02, 1.15, 0.46, 0.00, 0.97, 1.35, 2.39, 0.00, 0.04, 0.00, 0.03, 0.04, 0.10, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.05, 0.06, 0.74, 0.00, 1.23, 0.62, 0.00, 1.03, 1.38, 2.53, 0.00, 0.03, 0.00, 0.03, 0.04, 0.11, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.00, 0.00, 0.71, 0.00, 1.27, 0.54, 0.00, 1.17, 1.40, 2.57, 0.02, 0.01, 0.00, 0.01, 0.04, 0.08, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.00, 0.00, 0.74, 0.00, 1.30, 0.60, 0.00, 1.27, 1.37, 2.56, 0.05, 0.03, 0.01, 0.00, 0.00, 0.11, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.00, 0.00, 0.72, 0.00, 1.29, 0.61, 0.03, 1.33, 1.37, 2.49, 0.05, 0.03, 0.08, 0.00, 0.02, 0.08, 0.01, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.00, 0.00, 0.77, 0.00, 1.29, 0.67, 0.04, 1.39, 1.37, 2.34, 0.10, 0.05, 0.12, 0.00, 0.05, 0.04, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.00, 0.00, 0.72, 0.05, 1.29, 0.73, 0.08, 1.45, 1.40, 2.25, 0.18, 0.08, 0.19, 0.00, 0.07, 0.00, 0.05, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
