frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.01, 0.00, 0.00, 0.00, 1.14, 0.67, 0.04, 0.82, 0.53, 1.71, 0.00, 0.00, 0.00, 0.13, 0.00, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.033,  0.98,  1, 0.00, 0.00, 0.00, 0.05, 1.13, 0.66, 0.05, 1.00, 0.47, 1.75, 0.00, 0.20, 0.15, 0.05, 0.00, 0.10, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.00, 0.00, 0.00, 0.05, 1.15, 0.76, 0.03, 1.05, 0.48, 1.80, 0.00, 0.28, 0.19, 0.01, 0.00, 0.10, 0.14, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.100,  0.98,  1, 0.04, 0.10, 0.00, 0.15, 1.17, 0.74, 0.04, 1.01, 0.55, 1.75, 0.00, 0.34, 0.12, 0.04, 0.00, 0.08, 0.14, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.133,  0.98,  1, 0.07, 0.10, 0.00, 0.11, 1.23, 0.97, 0.05, 1.00, 0.58, 1.78, 0.00, 0.35, 0.04, 0.07, 0.03, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.167,  0.98,  1, 0.12, 0.14, 0.00, 0.13, 1.21, 0.93, 0.07, 0.99, 0.57, 1.78, 0.00, 0.41, 0.06, 0.10, 0.04, 0.09, 0.03, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.200,  0.98,  1, 0.13, 0.11, 0.00, 0.12, 1.19, 1.03, 0.07, 0.93, 0.52, 1.76, 0.00, 0.43, 0.06, 0.10, 0.04, 0.11, 0.05, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.233,  0.98,  1, 0.16, 0.18, 0.00, 0.19, 1.14, 1.00, 0.05, 0.84, 0.49, 1.72, 0.00, 0.47, 0.06, 0.10, 0.03, 0.07, 0.05, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.267,  0.98,  1, 0.17, 0.23, 0.00, 0.17, 1.13, 1.14, 0.04, 0.80, 0.47, 1.66, 0.00, 0.49, 0.00, 0.10, 0.02, 0.05, 0.02, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.300,  0.98,  1, 0.18, 0.15, 0.00, 0.07, 1.13, 1.21, 0.06, 0.80, 0.50, 1.72, 0.00, 0.48, 0.00, 0.10, 0.04, 0.03, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
11,  0,  0.333,  0.98,  1, 0.14, 0.08, 0.00, 0.00, 1.11, 1.10, 0.04, 0.85, 0.50, 1.78, 0.00, 0.44, 0.00, 0.08, 0.02, 0.01, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.367,  0.98,  1, 0.14, 0.00, 0.00, 0.00, 1.11, 1.00, 0.06, 0.88, 0.48, 1.86, 0.00, 0.34, 0.00, 0.06, 0.02, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.400,  0.98,  1, 0.08, 0.00, 0.00, 0.00, 1.12, 0.91, 0.04, 0.86, 0.41, 1.87, 0.00, 0.29, 0.00, 0.06, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.433,  0.98,  1, 0.05, 0.00, 0.00, 0.00, 1.18, 0.96, 0.03, 0.82, 0.40, 1.87, 0.00, 0.22, 0.00, 0.06, 0.03, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.467,  0.98,  1, 0.00, 0.00, 0.00, 0.05, 1.17, 0.95, 0.01, 0.78, 0.39, 1.91, 0.00, 0.27, 0.00, 0.07, 0.08, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
16,  0,  0.500,  0.98,  1, 0.00, 0.00, 0.00, 0.05, 1.17, 0.94, 0.01, 0.87, 0.40, 2.06, 0.00, 0.36, 0.03, 0.09, 0.06, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
17,  0,  0.533,  0.98,  1, 0.00, 0.00, 0.00, 0.05, 1.17, 0.91, 0.02, 0.96, 0.38, 2.10, 0.04, 0.39, 0.03, 0.12, 0.06, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
18,  0,  0.567,  0.98,  1, 0.00, 0.00, 0.13, 0.00, 1.27, 0.98, 0.01, 1.11, 0.35, 2.07, 0.16, 0.37, 0.05, 0.20, 0.01, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
19,  0,  0.600,  0.98,  1, 0.01, 0.00, 0.54, 0.00, 1.44, 1.04, 0.08, 1.43, 0.34, 2.07, 0.36, 0.28, 0.11, 0.23, 0.02, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
20,  0,  0.633,  0.93,  1, 0.03, 0.00, 1.10, 0.00, 1.65, 1.48, 0.07, 1.76, 0.30, 2.14, 0.52, 0.34, 0.34, 0.19, 0.06, 0.15, 0.07, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
21,  0,  0.667,  0.93,  1, 0.22, 0.00, 1.71, 0.00, 1.77, 1.82, 0.12, 2.07, 0.29, 2.27, 0.63, 0.39, 0.48, 0.08, 0.15, 0.23, 0.11, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
22,  0,  0.700,  0.98,  1, 0.35, 0.00, 2.00, 0.00, 1.82, 2.17, 0.14, 2.14, 0.27, 2.28, 0.77, 0.44, 0.49, 0.01, 0.15, 0.19, 0.18, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
23,  0,  0.733,  0.98,  1, 0.51, 0.00, 1.90, 0.00, 1.71, 2.11, 0.14, 2.04, 0.24, 2.22, 0.82, 0.40, 0.54, 0.00, 0.13, 0.23, 0.62, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
24,  0,  0.767,  0.98,  1, 0.40, 0.00, 1.33, 0.00, 1.56, 1.98, 0.09, 1.71, 0.26, 2.03, 0.72, 0.44, 0.53, 0.00, 0.06, 0.24, 1.20, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
25,  0,  0.800,  0.98,  1, 0.31, 0.00, 0.69, 0.00, 1.36, 1.61, 0.00, 1.29, 0.25, 1.82, 0.42, 0.46, 0.53, 0.00, 0.15, 0.24, 1.70, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
26,  0,  0.833,  0.98,  1, 0.14, 0.00, 0.21, 0.02, 1.26, 1.33, 0.00, 0.96, 0.28, 1.78, 0.22, 0.49, 0.35, 0.00, 0.16, 0.25, 1.75, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
27,  0,  0.867,  0.98,  1, 0.05, 0.00, 0.05, 0.02, 1.26, 1.48, 0.03, 0.83, 0.30, 1.81, 0.14, 0.32, 0.22, 0.00, 0.15, 0.29, 1.54, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
28,  0,  0.900,  0.98,  1, 0.00, 0.00, 0.00, 0.02, 1.30, 1.67, 0.10, 0.87, 0.33, 1.83, 0.22, 0.15, 0.12, 0.00, 0.08, 0.30, 1.29, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
29,  0,  0.933,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 1.33, 1.70, 0.11, 0.89, 0.38, 1.74, 0.22, 0.05, 0.00, 0.00, 0.08, 0.25, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
30,  0,  0.967,  0.98,  1, 0.00, 0.00, 0.00, 0.02, 1.25, 1.28, 0.07, 0.89, 0.35, 1.74, 0.17, 0.03, 0.04, 0.00, 0.11, 0.11, 0.85, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
31,  0,  1.000,  0.98,  1, 0.00, 0.00, 0.00, 0.02, 1.18, 1.00, 0.00, 0.77, 0.36, 1.76, 0.08, 0.07, 0.04, 0.00, 0.10, 0.03, 0.71, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
32,  0,  1.033,  0.98,  1, 0.00, 0.00, 0.00, 0.02, 1.01, 0.73, 0.00, 0.72, 0.34, 1.77, 0.03, 0.08, 0.04, 0.00, 0.12, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
33,  0,  1.067,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.97, 0.59, 0.00, 0.69, 0.35, 1.65, 0.06, 0.07, 0.00, 0.00, 0.16, 0.00, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
34,  0,  1.100,  0.98,  1, 0.01, 0.00, 0.00, 0.06, 0.90, 0.57, 0.00, 0.72, 0.34, 1.59, 0.08, 0.04, 0.00, 0.00, 0.22, 0.01, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
35,  0,  1.133,  0.98,  1, 0.01, 0.00, 0.00, 0.06, 0.93, 0.51, 0.00, 0.74, 0.36, 1.57, 0.09, 0.00, 0.00, 0.00, 0.17, 0.01, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
36,  0,  1.167,  0.98,  1, 0.01, 0.00, 0.00, 0.06, 0.99, 0.54, 0.00, 0.77, 0.39, 1.66, 0.10, 0.00, 0.00, 0.00, 0.09, 0.01, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
37,  0,  1.200,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 1.05, 0.51, 0.00, 0.76, 0.45, 1.69, 0.14, 0.07, 0.00, 0.03, 0.03, 0.00, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
38,  0,  1.233,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 1.07, 0.56, 0.00, 0.72, 0.47, 1.73, 0.17, 0.11, 0.00, 0.03, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
39,  0,  1.267,  0.98,  1, 0.00, 0.00, 0.00, 0.04, 1.04, 0.44, 0.00, 0.68, 0.48, 1.72, 0.14, 0.11, 0.00, 0.03, 0.03, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
